East Anglia,England E & NE,England NW & N Wales,England SE & Central South,S Wales & England SW,Midlands,Scotland E,Scotland W,Scotland N,N Ireland
116.5,103.2,201.5,158.9,226.2,124.1,159,239,193.7,179.4
32.6,54.2,93.6,50.1,95.8,53.6,89.6,159.1,156.1,113.9
75,75.9,156.7,78.6,141.9,87.4,113.9,201.9,189.1,139.8
31.4,32.3,59.1,37.6,51.6,34.9,76,81.6,75,40.8
44.7,54.9,70.7,43,88.6,51.8,60.5,63.8,50.8,47.1
37.4,31,37,27.6,46,45.6,23.1,32.3,38.6,48.1
95.1,133.1,180.7,88.6,158.2,120.4,174.1,226.5,179.3,134
41.1,65,142.5,54.3,131.7,71.5,124.8,215.5,182.2,131
41,47.1,118.4,46,84.4,47.3,99.4,184.3,156.3,112.1
57.1,78.7,123,82.1,130.1,68.5,152.7,185.4,169,144.9
34.8,58.1,72.1,30.5,56.1,39.2,78.2,110.8,105.6,58.5
22.2,35.4,111.5,17.8,52.6,36.2,64,175.8,193,92.5
31.9,25.8,80.1,33.2,74.5,34,93.7,212.9,272.3,75
40.4,57.1,147.9,70,144.9,67.6,136.7,239.6,317,102.4
50.2,59.6,156.1,75.8,140.4,67.9,124.7,224.3,208.3,124.9
72.6,65,96.3,78.7,90.4,91.5,51.2,85,61.1,106.7
9.5,16.9,36.6,11.7,17.3,25,47.8,44.5,67.7,32.7
54.6,57.4,82.5,39.8,48.2,54.9,58.2,87,84.6,58.3
44.6,29.4,36.7,29.5,41.8,42.5,25.8,57.8,62.3,43.8
35.9,51.6,112.6,36.5,69.4,45.7,120.7,238.9,197.7,117
25,23,36.5,33.8,80.9,35.9,64.3,108.2,107.6,54.7
39.3,61.8,153.5,76.7,159.8,82.8,102.1,218.3,223.9,145.7
30.8,38.6,96.2,46,96.3,50.3,39.2,70.8,70.6,51.2
104.3,80.8,136.5,146.4,197,127.7,75.2,110.8,101.7,77.6
53.8,86.6,218.4,114.3,207.6,107,173.5,301.9,260.4,140.4
78.9,99.5,205.1,135.4,220,112.6,204.9,330.7,326.6,194.9
15.3,20.7,43.4,8.3,28.4,20.3,104.1,240.2,345.6,64.6
39.5,21.6,58.1,43,44.1,32,48.3,115,127.4,74
14.3,36.4,43.9,9.5,27.1,17.7,46.7,62.6,53.6,50.2
43.2,71.6,98.6,56.5,96.7,61,119.3,134.2,134.5,127.6
18.6,30.8,57.3,15.4,54.9,28.6,45.1,90.2,85.9,63.5
32.3,43.8,73.2,34.6,59.4,37.6,72.2,138.3,143.7,92
32.3,41.8,89,37.1,72.7,42.8,72.7,147.1,199.9,47.8
50.9,75.2,171.3,85.7,132.7,90.7,169.3,271.2,194.8,205.7
56.8,54.7,93.7,50.4,98.8,47.6,70.3,89.5,133.5,88
47.9,101.5,166.7,68.3,129.9,85.6,128,218.6,214.1,120.4
43.6,64.8,108.4,96.1,156,75.9,108.5,176.6,161,100.5
38.1,84.3,94.5,39.1,82.8,49,93,94.6,67.6,57.2
28.7,59.3,111.2,57.5,125,59.6,102,155.2,124.7,112.7
47,39.2,93.5,60.2,111.5,63,84,178,118.4,118.8
14.8,16.4,19.9,14.7,10.3,11.4,28.6,30,59.7,10.7
84.9,64.2,105.8,113.7,121,80.1,120.2,127.8,119.8,97.7
40.6,37.6,76.4,84.1,95.6,71.8,78.9,102.6,96.4,62.6
21.8,23.6,65.7,16.7,39,21.2,37.4,83.1,81,38.7
56.9,47.7,70.4,51.8,88.7,55.4,79.7,137,164.6,60
23.9,56.5,132.7,49,137.7,54.2,125.6,186.6,177.7,109.2
58.2,78.9,164.3,74,117.3,77,136.4,257.5,261.8,144.1
22.3,50.7,108.7,21.2,51.4,42.3,80.1,195.2,145.4,123
39,39,64,20.9,57.4,58.9,83.1,149.7,170.9,80.2
16.7,34.9,96.4,31.4,68.9,33.5,85.2,213.9,206.6,93.3
64,84.7,147.6,56.4,92.4,69.3,151.1,255.7,218.1,144.9
48.7,70.8,96.9,77.2,96.9,56,83.4,148.5,129.6,109
51.9,28.3,72.6,34.3,42.1,58.2,54.1,86.9,96.8,48.4
33.7,27.1,48.2,35.2,35.7,45.6,37.8,37.4,45.7,40.2
81.3,83.8,83.2,74.3,87,87.6,66.8,118.2,92.3,90
77.4,91.2,168.5,109.9,198.8,119.3,172.1,267.9,231.9,171.9
83.3,91.7,114.4,79,102.4,83.3,134,189.7,192.6,90.1
75.3,74.4,123.2,75.9,85.8,74.5,87,127.2,143.4,84.2
87.6,86.4,184.3,136.2,211.9,114,129.2,244.2,247.8,139.5
40,61,126.3,73.1,130.3,64,89,163,204.5,86.3
56.9,79,170.4,93.4,178.2,87.4,222.9,322.8,352.4,142.2
17.9,17.4,21.1,7.5,20.8,9.9,24.2,63.7,106.3,31.2
18.1,17.5,37.2,30.3,35.1,17.3,76.1,150.8,136.6,66.9
66.4,102.8,119.5,86.5,102.4,83.3,115.2,163.9,81,124.8
51.8,81.5,139.1,58.7,112.8,77.2,123.7,128.7,90.8,136.5
46.8,42.3,70,54.6,98,64.6,60.7,76.7,82.9,74.8
64,61,108.5,58.9,115.9,77.8,80.7,132,129.5,107.1
43.4,71.8,85.9,34.9,50.4,44.7,61.3,85.2,80.8,67.7
103.1,114,96.4,114,139.5,101.3,93.5,83.7,52.3,107.3
98.6,76.3,55.2,125.1,105.6,75.4,140.2,61.9,133.6,40.3
65.2,68.1,77.2,54.3,105.1,60.7,63.1,109.4,65.4,60
86.4,104.2,266,135.8,252.9,132.7,155.8,304.5,241,196.9
71.1,98.4,165.8,115.7,180,95.7,155.7,255.7,233.5,155.4
41,60.8,90.7,64.3,145.1,67.7,107.4,113,71.4,132.8
51.2,62.4,176,56.9,143.8,72.4,152.9,277.1,303.5,130.6
52.4,54.5,118.2,67.1,96.5,57.1,81.2,149.4,168,89.3
52.2,37.3,41.6,85.1,87.7,56.6,18.8,36.4,34.7,38.3
27.6,27.6,67.1,32.7,42.2,25.3,65.7,133.2,136.6,69
32.2,50.2,67.7,25.9,55.5,42.2,47.5,101.9,57.2,68
59.1,62,99,62.3,92.7,55.7,66.9,140.8,104.2,91.4
74,87.9,124.5,85.2,122.4,113.6,65.8,95.5,146.6,74.1
75,64.8,122.3,105.4,139.1,70.7,93.9,128.2,108.3,63.9
25.2,70.6,133.8,63.2,125.1,75.8,122.8,190.5,154.3,94.4
56,98.1,230.1,113.7,221,109.6,152.5,305.5,270.3,152.1
102.5,107.6,219.2,156.9,230.5,131.3,149.6,254.2,270.5,152.7
66.4,81.2,176.7,100.6,162.4,87.8,132.2,236.3,238.8,121.7
54.8,52.1,102.6,54.6,83.4,54.2,86.2,182.3,163.7,108.4
15.3,26.7,33.9,19.5,40.8,21.4,46.8,59.7,91.5,37.3
26,43.8,70.2,29.5,63.7,47.7,78.6,85.7,84.5,53.3
27.2,25.6,37.1,17.9,20.2,14.9,38.7,44.5,44.6,32.2
29.3,25.5,76.9,32.2,49.7,30.1,55.8,117.5,93.2,78.4
8.1,8.8,18.2,4.8,13.4,8.3,22.5,35.9,44.1,13.4
103.6,98.4,107.9,129.9,132.5,97.7,195.2,129.3,235.1,85
11.9,34.6,101.5,35.9,108,38.2,157.7,308.8,217.4,170.4
33.1,81.7,84.9,71,138.8,65.2,106.2,121.4,143.4,153.4
71.4,70.5,57.3,95.5,117.3,77.2,69.6,49.1,52,65.1
31.7,42.4,59.2,61.5,126.7,45.1,94.6,127.2,56.5,120.1
49.9,70.8,112.5,67,119.6,66.7,110.3,175.6,137.2,100.2
19.5,24.9,47.1,41.9,73.7,38.8,60.6,66.9,52.3,54.8
9.2,40.2,80.8,30.3,79,48.1,84.7,143.2,104.3,113.4
21.8,43,76.2,46.1,100.6,44.3,65.6,89.7,79.8,88.2
14,24.4,48.5,17.1,38.7,29.5,37,88.9,72.2,45.9
42.3,42.3,60.6,34,36.8,36.9,57.6,92,86.7,70
80.9,65.9,93.3,73.5,99.3,68.8,62.9,68,76.9,112.1
17.5,23.7,60.1,28.3,51.7,23.1,40,74.3,78.5,37.7
41.7,55.3,160.3,54.9,148.5,65.5,155.4,285.1,237.9,149.5
95,99.6,159.2,133.7,175.8,95.4,130.4,208.9,231.8,128.4
33.6,80.8,62.4,27.7,47,55.3,87.2,97.2,102.3,62.3
10.7,15.3,12,15.8,17.4,12.1,30.9,55.5,80.5,31.7
46,87,213.7,89.9,178,89.6,186,301,310.7,142.3
10.9,24.4,69.7,16.2,40.9,24,74.8,141.5,187.6,51.4
13.5,17.9,39.9,11.8,29.9,27.4,33.8,90.3,105.3,47
42.9,61.7,108.1,48.2,95.7,75.7,115.1,101.9,110.7,105.2
128.8,148,119.5,113.5,129,119.6,129.5,78.9,91.9,94.6
34,62.9,76.8,28.2,40.7,46.8,66.3,100.1,97,96.5
47.2,65.4,78.2,93.6,168.8,86.1,55.4,66.7,76.2,71.5
12.1,23.2,79.2,11.6,51.5,28.1,62.6,149.5,129.2,57.5
49.1,44,74.5,74.1,97.2,59.3,52.3,111.2,81.2,83
57,74.4,126.1,126.3,204.6,88.1,153.6,149,116.7,127
80.2,96.7,157.8,95.4,140.5,76.3,141,236,178.3,137
61.5,96.2,159.2,105.4,179.7,95.4,121.9,182.1,191.6,122.1
6.9,15.1,61.2,9.3,27.2,17.6,75.6,222.6,286,51.4
50.2,70.6,156.2,68,144.9,84.4,81.8,135.6,145.7,85.8
117.8,121.6,117.2,105.5,155.4,117,147.4,98.7,112.4,101.4
15.4,54.1,42.2,25.3,37.8,23.9,55.3,57.3,55.9,48.6
96.1,107.8,161.1,103,161.1,119,97.7,126.5,116.4,117.6
32.2,60.2,103.7,35.6,87.7,40,133.5,179.2,144.5,125.6
34.3,48.8,103.4,20.6,52.3,46.6,81.5,186.9,127.1,91.1
76.1,59.1,106.5,105.8,129.7,81.7,99.3,94.5,85,83.6
93.2,117.9,234.6,141.5,238.2,140.5,174.5,290.7,242.9,182.2
59.4,73,129.5,62,125.7,60.5,133.8,211,192,136
69.1,60.6,116.7,85.1,147.9,70.6,112.5,210.7,213.6,121
66.5,97.4,205.1,114.2,205.4,114.9,149.3,268.3,248.5,147.1
28.7,33.6,88.3,31.9,81.5,43,78.1,153.3,185.6,86.7
49.5,91.3,103.8,37,76.1,67.9,73.6,141.5,155,64.9
42.6,57.9,97.2,56.6,118.1,70.1,86.5,131,116.5,97.2
25.9,55.3,89.6,36.3,70.1,62.4,89.7,122.8,119.6,65.3
87.6,84,97.4,75.6,85.4,76.1,98,121.3,132,68.8
30.5,23,41.5,13.2,20,21.5,63.7,108,90.4,53.4
96.9,85.5,101.5,106.7,134.9,99.2,50,81.3,67,97
79.6,77.9,155.7,124.4,173.7,104.5,144,204,168,179.6
51.9,67.8,121,67.3,103.1,79.1,84.5,113.1,152.6,58.3
37.4,54.8,109.4,42.1,97.3,47.7,123.1,220.3,232.4,114.4
72.3,95.7,237.2,132.6,253.1,117.5,185.5,335.1,292,222.3
21.3,49.2,132.3,26.8,66.6,37.6,113.7,216,254,65.1
60.1,54.5,152,80.5,154.1,78.1,112.6,234.5,244.8,113.5
16.5,31.7,76,22.3,48.7,32.5,72.3,144.8,155.1,57.7
93.4,138.5,108.9,146.2,166.2,137.9,133.5,73.9,109.1,103
91.9,73.5,81.5,99.8,97.8,73,64.9,66.9,64.4,67
17.2,59.8,96.8,20,52.7,42.1,61,85.9,82.1,60.3
60.4,58,85.8,57.2,71.1,55,55.6,62.6,48.7,40
39.1,60.2,107,46.2,91.4,56.3,110.4,136.9,105.8,105
81,112.4,160.8,108.1,154.2,115.3,155,220,102.9,132.8
125,123.1,259.6,197.2,249.1,145.2,166.7,288.9,249.8,180.9
110.1,151.1,252.6,171.4,233.1,144,158.4,179.2,190.6,158.1
63.7,87.8,176.6,133.4,234.2,116.6,158.2,243.6,178.7,152.9
54.1,44.2,77.7,99.3,120.1,51.1,73.7,122.2,81.5,65.3
84.5,96.3,117.3,99.4,104.8,81.5,108.1,96.6,103.2,68.3
89.4,52.6,69.1,122.1,144.5,71.5,86.5,77.2,69.9,68.5
73.3,87.8,127.7,78.6,119.8,94,62.6,88.3,76.6,74.6
39.8,25.7,56.6,32.3,39.9,53.4,26,40.8,59,50.8
36.8,56.1,55.2,23.3,42.5,37.2,64.8,102.2,95.7,65.4
80.1,59.2,76.5,55.3,98.5,69,82.7,120,98.9,62.7
72.6,78.8,115.4,79.6,97.3,75.1,104.1,128.8,114.8,110.7
85.5,94.1,121.2,72,62.8,66.9,79.3,114.7,128.6,57.9
86.6,91.8,165.4,133.1,185.6,115.9,179.1,256.5,275.4,112.6
52.3,50.9,114.9,40.8,101.7,45.8,84.6,168.1,191,78.2
24.2,49.1,78.8,25.8,55.6,32.7,75.3,108.1,155.3,82.6
45.3,57.8,144.6,85.7,162.2,66.3,152.6,242.1,237.2,126.9
56.9,105.6,241.9,102,204.9,117,171.3,290.7,266.9,165.4
35.7,40.2,63.7,46.7,71.5,37.6,83.7,141.5,149.8,73.4
32.5,32.1,89.1,43.3,76.4,45.4,54.2,113.7,99.8,102.2
58.1,62.5,113.6,92.7,151.8,74.7,104.9,148.5,87.7,135.6
34.1,54.1,95.2,59.1,59.8,46.4,110.7,183,125.4,119.7
68.9,91.8,90.6,73.4,73.5,93.5,137.6,119.4,123.9,105.1
54.8,88.3,98.6,47.5,53.3,62.9,99.9,105.6,69.8,57.1
30.5,31,47,40.2,32.9,30.3,36.5,65.1,53.4,42.3
85,123.1,172.2,93.6,179.9,126.4,208,205.9,150.4,200.9
105.9,106.9,170.3,183.8,240.5,115.3,183.2,211.9,140.2,191.9
99.6,108.9,140.6,140.4,170.5,110.2,98.7,85.5,47.1,89.6
80.3,82.7,102,86.5,107.1,64.6,117.2,164.3,214,107.5
17.2,24.4,56.1,32.4,69.6,28.2,38,81.5,69.8,68.8
17.5,28.1,71.6,25.2,53.9,32.9,54.7,90.6,99.9,48.3
25.1,32,67,36.6,65.4,41.3,57.9,59.5,60.6,52.4
45.5,67.6,133.5,45.6,87,65.5,106.2,157.2,149.7,127.9
63.7,83.9,76.2,46,64,67.1,51.7,94.7,82.1,86.4
54.9,53.3,101.7,58,114.6,64.1,62.3,110.7,73.4,94
5.6,17,22.2,18,23.4,15.9,24.8,49.1,58.8,22.8
21.1,43.4,89.5,12.3,27.2,29.1,49.2,101.5,102,65.5
39.8,46.2,70.7,51,83.3,47.6,53.8,69.4,106.2,52.4
85.6,58.5,133,143.4,125.8,69.8,110.9,221.9,154.2,115.3
60.2,77.1,147,84.8,138.8,85.6,114.1,184.2,198.8,95.8
83.5,106.9,173.7,103.6,173.3,98,131.1,246.4,238.6,132.5
37.4,52.7,102.2,32.6,85.7,40.6,64.5,95,154,51
33.1,42.2,74.1,43.6,85.3,41.2,69,119.7,106.1,86.8
58.8,84.4,72.1,77.3,82.6,87.1,106.5,131.2,131.6,79.4
44.6,30.3,53.1,51.6,53.9,42.9,50.1,67.3,66.7,48.3
39.3,73.1,85.9,33.4,64.5,51.8,118.2,139.6,135.4,108.6
70,81.5,82,53.3,67.1,60.4,61.4,89,77.9,63
116.6,166.3,197.7,102.6,142.1,154.9,198.5,220.7,159.5,114
29.5,36.2,143.3,35.1,94,51.3,87.3,218.4,212.6,105.8
88.7,126.3,191.5,129.9,218.4,121.3,198.9,216.8,199.3,133.3
45.4,35.6,90.2,34.8,62.3,46.5,60.5,127.1,165.7,60.5
29.7,38.1,132.6,59.4,110.3,44,87.9,229.3,249,107.3
28.8,62,137.4,39.4,95.8,42.4,155,252.3,297.3,135.5
40.4,60.9,75,24.7,54.3,44.6,83.2,104.7,134.1,60.2
31.7,47.7,63.3,51.4,65.7,47.6,79.7,114.9,137.9,76.7
38.5,77.9,115.5,50.1,97.1,61.7,104.6,135.5,126.6,92.2
39.1,43.6,73.8,33.1,58.7,38,94.7,136.7,116.7,103.2
45.4,50.2,67.1,34.1,78.7,54.3,82.1,115.4,113.1,56
51.8,77.7,62.6,61.5,78.9,61.5,39.4,44,59.3,45.9
54.5,63.1,83.1,55.3,53.2,53.5,75.9,146.5,173,91.5
61.3,62.2,104.6,40,76.9,62.3,66.5,159.6,181,89.2
66.2,89.2,182.5,97.4,185.4,95.7,176.1,219.9,162,129.2
39.8,72,151.1,54.4,147.6,65.4,127.9,153.8,221.8,82.1
32.1,45.6,89.9,69.2,111,55.8,77.4,110.6,104.3,111.9
15.6,29.1,69.8,23.3,49.9,22.3,64.3,139.2,119.8,51.1
38.1,49.5,76.4,57.4,75.8,41.7,64.5,94.3,95.7,46.7
37.9,85.9,159.5,58.6,131.4,77.7,126.4,160.3,127.2,143.3
34.3,39,80,39,42,43.6,44.1,115.1,153.1,72.6
81.2,96.1,133.3,96.1,136.9,104.1,92.4,138.6,123.8,113.9
20.1,18.6,40.9,20.6,38,16.5,49.8,91.6,83.2,36.2
28.7,30.4,45.8,39.2,52.5,49.5,52.3,82.3,76.7,67.9
105.9,107,123.7,61.4,65.8,85,82.2,105.8,101.5,91.6
56.7,73,99.8,71.2,71.1,75.7,119.9,200.3,135.7,137.4
66.3,82.7,167.3,118.1,168.7,95.1,148.6,184.5,238.8,125.9
66.7,67.3,160.5,97.1,178,82.8,153.9,314.6,254.8,131.5
55.3,89,238.1,106,183.8,100.9,173.7,306.9,298.9,138.9
65.2,84.7,182.8,79.6,150.8,91.9,146,262.8,297.3,128.8
65.4,71.6,98.5,103.8,167.7,85,120.1,141.6,133.3,87
38.9,39.4,81.4,55.7,97,55.3,90.4,154.3,166.2,81.3
1,10,32.6,2.5,19.2,8.7,26.4,63.7,67.4,28.8
118.1,77.1,102.5,104.5,138.4,112.3,101.5,122.8,157.2,71.8
99.6,181.3,172.5,101.9,146.8,166.9,128.3,132.5,78.4,148.1
73.8,114.1,175.5,119.7,163.8,143.7,136.7,121.6,141.8,129.7
53.8,43,78.5,52.7,77,40.7,102.3,148.1,159.8,105.2
34,40.5,102.3,30.6,60.1,38.3,55.8,110.9,128.2,57.2
52.5,30.9,61.8,45.2,54.4,41.5,48.4,124,122.1,56.3
41.2,61.3,97.9,81.5,90.5,64.6,120.4,153.9,190.5,87.3
45.6,72.1,170.7,66.8,153.5,78,91.3,168.2,165.2,113.1
70.6,137.1,235.3,108.4,180.9,127.1,231.2,310,284.2,186.5
18.6,33.8,80.2,26.7,60.6,36.8,86.3,175,206.3,60.9
83.3,76,125.3,92.7,132.7,84.4,107.6,196.7,189.1,133.2
45.6,77.1,84.5,62.5,72.2,62.8,95.1,86.1,108.2,46.4
68.1,25.6,34.8,86.5,92.8,59.5,29.3,29.9,20.7,18.9
43.3,76,109.4,43.6,61.6,52.9,90.2,123.8,110.1,76
54.6,106.1,130.8,76.6,158.1,98.1,104.3,141.9,84.5,122.6
80.6,111,153.2,75,167.5,102.8,159.7,193.4,124.1,206.6
51.6,107.7,147,72.2,125.3,103.9,90.7,135.8,98.5,118.3
60.3,74.3,245.1,65.5,155.3,78.6,143.7,295.7,268.4,146.1
80.9,67.3,101.9,97.7,106.8,76.4,77.5,142.3,200.9,80.9
27.1,59.7,100.2,44.7,86,54.7,99.2,159.3,146.9,79.3
47.5,62.1,138.5,90.1,155.2,66.1,115.7,213.6,168.6,134.8
58.7,49.5,27.3,67.1,61.2,40.5,58.9,62.6,117.3,38
35.4,31.5,69.3,38.5,62.8,32.3,79.5,154.9,197.2,64.4
16.1,29.7,57.5,40.6,74.8,40.4,51.8,116.1,77.1,110.3
33.5,52.1,99.6,36.1,72,57,95.4,145.1,124.3,100.2
49.4,55.1,63.8,33.8,62.7,68.3,68.6,69.8,72.5,59.2
79.8,133.6,180.3,84.3,218.9,127.5,152,175.1,141.7,133.6
34.1,62.5,125.9,36.2,77,53.5,137.6,296.1,181.8,165.1
15.9,31.5,59.1,27.8,42.1,23.7,95.5,123.6,154.8,40.3
42.8,61.8,106.9,65.4,117.6,57.3,134.8,174.2,185.6,116.5
104.2,148.3,306.5,189.8,259.8,141,219.4,339.9,236.5,216.7
79.6,87.4,124.2,112.8,137.1,73.8,96.1,113.1,97.1,77.9
49.4,69.2,76.3,72.4,97.8,61.2,96.9,88.7,91.6,87.9
82.3,71.8,56.9,98.2,78.2,56.1,86.3,75.1,82.4,62.2
34,65.4,83.1,58.9,91.1,50.2,82.7,115.1,105.4,107.3
15.1,21.4,34.5,22.7,39.9,24.9,56.3,103,95.5,56.7
25.4,22.1,38.1,30.1,45.5,31.6,48,41.2,57.8,43.2
30.4,42.6,40.2,32.8,34.3,40.2,37.1,39.3,41.6,45.6
29.8,61.5,165.1,26.1,105.7,53.3,143.6,189.7,163.7,136.3
122.2,76.4,83.1,100,110.5,98.4,80.9,106.1,116.6,62
59,83.8,153.6,50.9,116,67.4,127.4,169.9,159.7,162
60.4,65.1,110.8,78.5,98.5,65,108.4,182.6,153,64.6
51.2,118.6,139.1,76.6,131.1,71.3,177.4,198.3,132.2,145.7
25.6,40.8,44.9,42.2,46.4,27.6,50.2,58.2,74,66.9
65.1,54.6,125.8,99.6,134.4,56.8,90,162.1,152.7,66.1
41.2,82.3,154.7,58.7,98,72.5,141.8,220.8,142.3,136
7.3,20.6,42.9,16,28,12,88.8,111.9,110.1,53.6
4.3,10.5,40.6,3.6,19.1,7.9,35.5,88.4,102.5,36.1
16.2,48.7,114.1,27.2,58.9,54,120.1,227.7,215.1,106.9
68.9,62.9,84.2,82.4,103,55.8,94.2,116.6,91.3,103
51.9,71.5,93.2,49.2,75.3,48.5,109.9,97.4,91,69.6
59.5,94.2,114.9,78.1,80.7,57.1,165.3,160,163,71.3
25.7,43.2,136.5,40.3,99.2,41.5,121.1,238.2,203.7,122.9
25.4,62.2,129.5,36.1,114.1,52.7,120.5,293.9,205,210.1
29.9,35.9,86.2,45.6,87.2,42.8,120.3,233.8,182.5,130.1
59,76.2,210.1,93.8,171.1,93.4,138.4,329.5,311.5,155.9
42,47.3,125.4,48.7,104,62.8,92.5,213.9,229,114
17.8,24.1,69,19.3,45.9,29.1,41.5,137.7,133.6,67.2
34.1,21.5,31.8,26.6,28.9,22.9,26.8,72.1,71.2,25.5
112.6,141.2,128.4,133.8,174.6,140.2,134.7,87.1,117.7,69.3
48.5,62.1,77.5,42.7,60.2,51.7,74.8,82,90.4,60.3
98.8,141.6,205.6,138.2,193.9,151.8,141,177,77.9,178.2
107.2,96.5,141.6,103.6,131.5,112.6,135.8,157.6,93.7,104.5
47.8,88,142.2,56,150.6,88.1,127,175,111.8,112.6
40.3,94.7,177.7,66.8,94,87.6,85.9,177.3,170.9,108.5
88.1,86.3,140.7,125,153.9,86.8,128.2,178,149.2,120.6
74.6,112.1,160.6,102.2,185,113.2,101.2,208.7,168.5,83.2
98,128,224,142.4,243.5,137.5,194.1,241.9,205,134.1
47,69.9,110,81.3,144.8,64.2,112.5,189.5,143.6,140.8
31.2,34.2,64.3,38.1,61.1,45.5,53.8,90.2,97.9,74.7
53.1,60,66.3,70.3,91,65.2,63,52,42.3,88.9
23.8,22.3,54.6,41.8,46.8,21.9,73.9,126.9,140.7,76.6
48.9,76.6,98.6,56.4,92,78.5,81.8,136.4,133.7,105.3
20.3,40.7,61.5,22.8,49.3,36.2,42.5,75,62.7,84.6
32.7,55.7,94.3,31.9,45.1,67.4,85.6,100.4,64.7,72.3
52.1,60.9,100.5,39,86.9,52.6,54.4,98,107.7,55.2
43.5,43.6,78.5,52.6,72.9,44.8,55.3,130,115.4,68.6
96.7,111.6,185.2,138.5,212,132.9,156.2,242.6,178.7,156.7
52.9,52.6,96.2,71.6,104.4,58.8,71.5,129.9,172.6,65.7
59.3,76.9,188.6,161.3,217,89.6,214.3,341.2,326.2,145
101.9,118.9,205.3,205.4,248.5,148.9,199.7,276.1,182.4,173.6
73.5,82.1,188.2,147.1,226.2,108.8,168.3,289.6,214.3,170.7
21.6,44.4,90.3,38,71.8,47.4,82.7,167.4,139,87.2
19.4,42.1,56.8,75.2,92.7,46.1,74.3,99,103.1,43.5
93.6,104.5,115.3,74,105.2,102.8,68.6,131.2,100.8,89.3
37.6,45.7,45.8,37.5,60.3,51.4,79.1,57.7,64.8,56.1
58.2,54.4,69.1,45.7,43.4,48.7,67.3,107.5,85.9,70.9
95.1,96.2,139.8,102.1,135.2,102.6,153.5,159.1,235.9,136.3
17.9,18.1,16.4,13.9,13.1,13.7,27.3,28.3,56.1,9.5
79.4,83.2,172.4,111,150.9,85,177.5,277.1,279.8,134.1
87.7,81.4,103.1,135.7,161,92.8,149.2,161.4,111.4,177.6
50.3,61.4,167.1,53.9,108,72.8,110.6,273,260.8,143.9
55.4,63.1,167.6,96.5,165.3,75.4,148,291.1,301.9,141.7
38.7,37.3,77.7,58.5,90.3,41,66.8,154.5,145.5,82.5
24,45.6,109.6,23.4,67.6,52.4,99.5,206.6,202.5,98.9
20.7,25.8,49.3,18.5,25.9,23.3,52.1,87.9,92.2,60.9
50,82.7,141.8,62.8,101.1,79.2,108.2,176.7,166.5,123.4
22,34.8,49.8,26.4,54,37.5,64.1,106.9,103.9,45.5
84.2,85.5,109.6,59.8,102.7,65.9,148.6,177.9,134,119.6
72.4,73,99.8,108.2,145.1,80.3,97,137,116.9,120.3
50.3,38.9,53,67.4,74.3,41.7,44.5,47.5,55.7,46.2
43.3,64.3,68.1,58.1,75.8,57.3,78.8,110.2,89.5,69.7
71.2,116.4,260.9,77.5,172.1,107.5,171.8,328.8,229.9,190.2
51.6,147.3,343.2,80.1,214.3,120.8,269.7,381.6,325.8,220.2
69.1,120.5,203.2,131.3,215.8,98.8,263.3,271.5,230.2,175.5
28.4,53.4,142.4,54.1,133.1,70.1,96.7,208,182.1,109.3
65.4,67.6,84.5,80.8,101.4,83,61.1,100.2,104.5,72.1
55.4,70.1,100.6,51.3,58.1,62.1,89.2,111.3,98,78.3
48.8,36.3,54,63.4,73.7,55.1,44.4,87.1,84.6,58.4
102.4,77.6,127,91.6,104,99.6,102.7,81.5,84.8,88.8
27.3,51.6,107.5,18.2,41.5,34.9,101.7,156.2,152.8,97.8
27.8,73.5,123.2,39.5,81.4,64.4,72.4,140.8,137.9,67.6
42.4,48.6,111.5,51.3,114.6,58.3,85.5,184.9,156.2,96.6
32.6,50.1,40.9,29.7,45.5,28.1,73.5,59.9,63.6,44.6
69.1,93.4,123.6,100.7,124.8,96.6,85.4,134.8,120.3,81.1
19.5,38.3,80.7,17.9,57.3,34.1,84.6,149.8,190.7,78.3
47.5,39.4,74.4,81.6,89.2,59,58.1,121.8,116.9,54.9
37.7,65.9,111.7,50.2,92.3,55.9,109.5,187.6,135.2,74.3
32.8,63.8,149.8,41.8,122.3,66.8,88.4,161.6,133.2,106
13.5,19.4,26,8.5,26.1,16.3,27.5,48.9,101.3,25.1
61.3,42.9,60.9,68.5,66.9,55.8,43.5,68.8,50.3,56.4
64.1,115.8,136.1,53.2,100.8,66.2,149.6,173.1,141.8,103.8
79,81.9,120.6,95.4,115.1,79.9,82.4,143.9,107.4,122.5
60.3,64.4,115.2,71.4,88.3,67.9,104.5,178.9,155.6,123.5
58,85.1,169.6,70.7,138.7,84.6,111.9,173.4,139.9,146.3
18,49.7,144.4,29.8,77.5,46.3,97.5,221.4,210.6,105.4
42.3,69.4,147.7,48.6,106.9,55,93.4,160.6,220.9,113.9
89.8,57,143.9,106.4,160.8,87.8,73.9,171.1,183.7,115.7
54.4,72.9,153.2,81.1,153.9,82.5,111.7,242.6,198.7,179.3
43,55.1,77.8,42.5,65.2,37,62.4,122,105.9,82.9
70.6,93.7,89.3,100.8,168.3,105,114.5,103.8,83.4,81.4
65.6,75.2,95,76.2,103,79.1,72.4,109.6,78.3,80.8
37.4,32.6,47.3,54.6,49.4,55.3,34.1,56.8,52.4,53.4
5.8,26,33.1,2.8,13.7,11.4,60.1,89,62.1,50.6
24.2,41.8,57.5,30,52.7,30.7,64.8,91.2,82.2,71.9
